"Plot Title: Gonsal"
"#","Date Time, GMT+05:45","Abs Pres, psi (LGR S/N: 21644197, SEN S/N: 21644197)","Temp, °F (LGR S/N: 21644197, SEN S/N: 21644197)","Coupler Detached (LGR S/N: 21644197)","End Of File (LGR S/N: 21644197)"
1,06/10/23 06:00:00 PM,12.4869,83.399,Logged,
2,06/10/23 06:05:00 PM,12.4862,82.330,,
3,06/10/23 06:10:00 PM,12.4851,81.266,,
4,06/10/23 06:15:00 PM,12.4825,80.206,,
5,06/10/23 06:20:00 PM,12.4815,79.326,,
6,06/10/23 06:25:00 PM,12.4837,78.449,,
7,06/10/23 06:30:00 PM,12.4814,77.923,,
8,06/10/23 06:35:00 PM,12.4804,77.225,,
9,06/10/23 06:40:00 PM,12.4796,76.703,,
10,06/10/23 06:45:00 PM,12.4775,76.354,,
11,06/10/23 06:50:00 PM,12.4834,76.006,,
12,06/10/23 06:55:00 PM,12.4828,75.659,,
13,06/10/23 07:00:00 PM,12.4822,75.312,,
14,06/10/23 07:05:00 PM,12.4819,75.139,,
15,06/10/23 07:10:00 PM,12.4830,74.791,,
16,06/10/23 07:15:00 PM,12.4860,74.619,,
17,06/10/23 07:20:00 PM,12.4873,74.446,,
18,06/10/23 07:25:00 PM,12.4869,74.271,,
19,06/10/23 07:30:00 PM,12.4853,74.271,,
20,06/10/23 07:35:00 PM,12.4882,74.098,,
21,06/10/23 07:40:00 PM,12.4863,73.926,,
22,06/10/23 07:45:00 PM,12.4912,73.926,,
23,06/10/23 07:50:00 PM,12.4892,73.753,,
24,06/10/23 07:55:00 PM,12.4892,73.753,,
25,06/10/23 08:00:00 PM,12.4908,73.753,,
26,06/10/23 08:05:00 PM,12.4921,73.580,,
27,06/10/23 08:10:00 PM,12.4905,73.580,,
28,06/10/23 08:15:00 PM,12.4918,73.407,,
29,06/10/23 08:20:00 PM,12.4902,73.407,,
30,06/10/23 08:25:00 PM,12.4902,73.407,,
31,06/10/23 08:30:00 PM,12.4914,73.234,,
32,06/10/23 08:35:00 PM,12.4914,73.234,,
33,06/10/23 08:40:00 PM,12.4931,73.234,,
34,06/10/23 08:45:00 PM,12.4931,73.234,,
35,06/10/23 08:50:00 PM,12.4931,73.234,,
36,06/10/23 08:55:00 PM,12.4944,73.062,,
37,06/10/23 09:00:00 PM,12.4911,73.062,,
38,06/10/23 09:05:00 PM,12.4944,73.062,,
39,06/10/23 09:10:00 PM,12.4960,73.062,,
40,06/10/23 09:15:00 PM,12.4944,73.062,,
41,06/10/23 09:20:00 PM,12.4944,73.062,,
42,06/10/23 09:25:00 PM,12.4940,72.891,,
43,06/10/23 09:30:00 PM,12.4973,72.891,,
44,06/10/23 09:35:00 PM,12.5005,72.891,,
45,06/10/23 09:40:00 PM,12.4985,72.718,,
46,06/10/23 09:45:00 PM,12.5018,72.718,,
47,06/10/23 09:50:00 PM,12.5034,72.718,,
48,06/10/23 09:55:00 PM,12.5030,72.545,,
49,06/10/23 10:00:00 PM,12.5011,72.372,,
50,06/10/23 10:05:00 PM,12.5043,72.372,,
51,06/10/23 10:10:00 PM,12.5040,72.199,,
52,06/10/23 10:15:00 PM,12.5052,72.028,,
53,06/10/23 10:20:00 PM,12.5052,72.028,,
54,06/10/23 10:25:00 PM,12.5049,71.856,,
55,06/10/23 10:30:00 PM,12.5044,71.683,,
56,06/10/23 10:35:00 PM,12.5044,71.683,,
57,06/10/23 10:40:00 PM,12.5041,71.512,,
58,06/10/23 10:45:00 PM,12.5041,71.512,,
59,06/10/23 10:50:00 PM,12.5037,71.339,,
60,06/10/23 10:55:00 PM,12.5021,71.339,,
61,06/10/23 11:00:00 PM,12.5049,71.168,,
62,06/10/23 11:05:00 PM,12.5049,71.168,,
63,06/10/23 11:10:00 PM,12.5066,71.168,,
64,06/10/23 11:15:00 PM,12.5046,70.995,,
65,06/10/23 11:20:00 PM,12.5062,70.995,,
66,06/10/23 11:25:00 PM,12.5046,70.995,,
67,06/10/23 11:30:00 PM,12.5025,70.824,,
68,06/10/23 11:35:00 PM,12.5041,70.824,,
69,06/10/23 11:40:00 PM,12.5057,70.824,,
70,06/10/23 11:45:00 PM,12.5041,70.824,,
71,06/10/23 11:50:00 PM,12.5041,70.824,,
72,06/10/23 11:55:00 PM,12.5053,70.651,,
73,06/11/23 12:00:00 AM,12.5037,70.651,,
74,06/11/23 12:05:00 AM,12.5037,70.651,,
75,06/11/23 12:10:00 AM,12.5021,70.651,,
76,06/11/23 12:15:00 AM,12.5009,70.824,,
77,06/11/23 12:20:00 AM,12.5009,70.824,,
78,06/11/23 12:25:00 AM,12.4976,70.824,,
79,06/11/23 12:30:00 AM,12.4976,70.824,,
80,06/11/23 12:35:00 AM,12.4976,70.824,,
81,06/11/23 12:40:00 AM,12.4940,70.651,,
82,06/11/23 12:45:00 AM,12.4940,70.651,,
83,06/11/23 12:50:00 AM,12.4956,70.651,,
84,06/11/23 12:55:00 AM,12.4951,70.480,,
85,06/11/23 01:00:00 AM,12.4936,70.480,,
86,06/11/23 01:05:00 AM,12.4931,70.308,,
87,06/11/23 01:10:00 AM,12.4915,70.308,,
88,06/11/23 01:15:00 AM,12.4911,70.137,,
89,06/11/23 01:20:00 AM,12.4911,70.137,,
90,06/11/23 01:25:00 AM,12.4895,70.137,,
91,06/11/23 01:30:00 AM,12.4911,70.137,,
92,06/11/23 01:35:00 AM,12.4928,70.137,,
93,06/11/23 01:40:00 AM,12.4928,70.137,,
94,06/11/23 01:45:00 AM,12.4928,70.137,,
95,06/11/23 01:50:00 AM,12.4911,70.137,,
96,06/11/23 01:55:00 AM,12.4911,70.137,,
97,06/11/23 02:00:00 AM,12.4928,70.137,,
98,06/11/23 02:05:00 AM,12.4908,69.964,,
99,06/11/23 02:10:00 AM,12.4891,69.964,,
100,06/11/23 02:15:00 AM,12.4891,69.964,,
101,06/11/23 02:20:00 AM,12.4908,69.964,,
102,06/11/23 02:25:00 AM,12.4891,69.964,,
103,06/11/23 02:30:00 AM,12.4891,69.964,,
104,06/11/23 02:35:00 AM,12.4870,69.793,,
105,06/11/23 02:40:00 AM,12.4870,69.793,,
106,06/11/23 02:45:00 AM,12.4854,69.793,,
107,06/11/23 02:50:00 AM,12.4834,69.622,,
108,06/11/23 02:55:00 AM,12.4866,69.622,,
109,06/11/23 03:00:00 AM,12.4834,69.622,,
110,06/11/23 03:05:00 AM,12.4866,69.622,,
111,06/11/23 03:10:00 AM,12.4850,69.622,,
112,06/11/23 03:15:00 AM,12.4834,69.622,,
113,06/11/23 03:20:00 AM,12.4850,69.622,,
114,06/11/23 03:25:00 AM,12.4866,69.622,,
115,06/11/23 03:30:00 AM,12.4850,69.622,,
116,06/11/23 03:35:00 AM,12.4846,69.449,,
117,06/11/23 03:40:00 AM,12.4862,69.449,,
118,06/11/23 03:45:00 AM,12.4830,69.449,,
119,06/11/23 03:50:00 AM,12.4850,69.622,,
120,06/11/23 03:55:00 AM,12.4846,69.449,,
121,06/11/23 04:00:00 AM,12.4862,69.449,,
122,06/11/23 04:05:00 AM,12.4830,69.449,,
123,06/11/23 04:10:00 AM,12.4846,69.449,,
124,06/11/23 04:15:00 AM,12.4846,69.449,,
125,06/11/23 04:20:00 AM,12.4862,69.449,,
126,06/11/23 04:25:00 AM,12.4846,69.449,,
127,06/11/23 04:30:00 AM,12.4846,69.449,,
128,06/11/23 04:35:00 AM,12.4862,69.449,,
129,06/11/23 04:40:00 AM,12.4846,69.449,,
130,06/11/23 04:45:00 AM,12.4857,69.278,,
131,06/11/23 04:50:00 AM,12.4841,69.278,,
132,06/11/23 04:55:00 AM,12.4825,69.278,,
133,06/11/23 05:00:00 AM,12.4825,69.278,,
134,06/11/23 05:05:00 AM,12.4841,69.278,,
135,06/11/23 05:10:00 AM,12.4841,69.278,,
136,06/11/23 05:15:00 AM,12.4841,69.278,,
137,06/11/23 05:20:00 AM,12.4846,69.449,,
138,06/11/23 05:25:00 AM,12.4814,69.449,,
139,06/11/23 05:30:00 AM,12.4830,69.449,,
140,06/11/23 05:35:00 AM,12.4830,69.449,,
141,06/11/23 05:40:00 AM,12.4846,69.449,,
142,06/11/23 05:45:00 AM,12.4862,69.449,,
143,06/11/23 05:50:00 AM,12.4846,69.449,,
144,06/11/23 05:55:00 AM,12.4846,69.449,,
145,06/11/23 06:00:00 AM,12.4850,69.622,,
146,06/11/23 06:05:00 AM,12.4834,69.622,,
147,06/11/23 06:10:00 AM,12.4866,69.622,,
148,06/11/23 06:15:00 AM,12.4883,69.622,,
149,06/11/23 06:20:00 AM,12.4883,69.622,,
150,06/11/23 06:25:00 AM,12.4883,69.622,,
151,06/11/23 06:30:00 AM,12.4870,69.793,,
152,06/11/23 06:35:00 AM,12.4870,69.793,,
153,06/11/23 06:40:00 AM,12.4875,69.964,,
154,06/11/23 06:45:00 AM,12.4911,70.137,,
155,06/11/23 06:50:00 AM,12.4915,70.308,,
156,06/11/23 06:55:00 AM,12.4915,70.308,,
157,06/11/23 07:00:00 AM,12.4904,70.480,,
158,06/11/23 07:05:00 AM,12.4908,70.651,,
159,06/11/23 07:10:00 AM,12.4908,70.651,,
160,06/11/23 07:15:00 AM,12.4911,70.824,,
161,06/11/23 07:20:00 AM,12.4915,70.995,,
162,06/11/23 07:25:00 AM,12.4947,70.995,,
163,06/11/23 07:30:00 AM,12.4951,71.168,,
164,06/11/23 07:35:00 AM,12.4920,71.168,,
165,06/11/23 07:40:00 AM,12.4940,71.339,,
166,06/11/23 07:45:00 AM,12.4940,71.339,,
167,06/11/23 07:50:00 AM,12.4943,71.512,,
168,06/11/23 07:55:00 AM,12.4947,71.683,,
169,06/11/23 08:00:00 AM,12.4979,71.683,,
170,06/11/23 08:05:00 AM,12.4967,71.856,,
171,06/11/23 08:10:00 AM,12.4970,72.028,,
172,06/11/23 08:15:00 AM,12.4938,72.028,,
173,06/11/23 08:20:00 AM,12.4954,72.028,,
174,06/11/23 08:25:00 AM,12.4941,72.199,,
175,06/11/23 08:30:00 AM,12.4946,72.372,,
176,06/11/23 08:35:00 AM,12.4946,72.372,,
177,06/11/23 08:40:00 AM,12.4933,72.545,,
178,06/11/23 08:45:00 AM,12.4949,72.545,,
179,06/11/23 08:50:00 AM,12.4920,72.718,,
180,06/11/23 08:55:00 AM,12.4937,72.718,,
181,06/11/23 09:00:00 AM,12.4924,72.891,,
182,06/11/23 09:05:00 AM,12.4911,73.062,,
183,06/11/23 09:10:00 AM,12.4931,73.234,,
184,06/11/23 09:15:00 AM,12.4918,73.407,,
185,06/11/23 09:20:00 AM,12.4902,73.407,,
186,06/11/23 09:25:00 AM,12.4905,73.580,,
187,06/11/23 09:30:00 AM,12.4908,73.753,,
188,06/11/23 09:35:00 AM,12.4912,73.926,,
189,06/11/23 09:40:00 AM,12.4928,73.926,,
190,06/11/23 09:45:00 AM,12.4915,74.098,,
191,06/11/23 09:50:00 AM,12.4886,74.271,,
192,06/11/23 09:55:00 AM,12.4856,74.446,,
193,06/11/23 10:00:00 AM,12.4889,74.446,,
194,06/11/23 10:05:00 AM,12.4876,74.619,,
195,06/11/23 10:10:00 AM,12.4876,74.619,,
196,06/11/23 10:15:00 AM,12.4892,74.619,,
197,06/11/23 10:20:00 AM,12.4863,74.791,,
198,06/11/23 10:25:00 AM,12.4866,74.964,,
199,06/11/23 10:30:00 AM,12.4882,74.964,,
200,06/11/23 10:35:00 AM,12.4866,74.964,,
201,06/11/23 10:40:00 AM,12.4901,75.139,,
202,06/11/23 10:45:00 AM,12.4872,75.312,,
203,06/11/23 10:50:00 AM,12.4856,75.312,,
204,06/11/23 10:55:00 AM,12.4841,75.484,,
205,06/11/23 11:00:00 AM,12.4862,75.659,,
206,06/11/23 11:05:00 AM,12.4831,75.832,,
207,06/11/23 11:10:00 AM,12.4834,76.006,,
208,06/11/23 11:15:00 AM,12.4834,76.006,,
209,06/11/23 11:20:00 AM,12.4834,76.006,,
210,06/11/23 11:25:00 AM,12.4837,76.181,,
211,06/11/23 11:30:00 AM,12.4853,76.181,,
212,06/11/23 11:35:00 AM,12.4837,76.181,,
213,06/11/23 11:40:00 AM,12.4837,76.181,,
214,06/11/23 11:45:00 AM,12.4808,76.354,,
215,06/11/23 11:50:00 AM,12.4840,76.354,,
216,06/11/23 11:55:00 AM,12.4775,76.354,,
217,06/11/23 12:00:00 PM,12.4808,76.354,,
218,06/11/23 12:05:00 PM,12.4759,76.354,,
219,06/11/23 12:10:00 PM,12.4777,76.528,,
220,06/11/23 12:15:00 PM,12.4780,76.703,,
221,06/11/23 12:20:00 PM,12.4766,76.876,,
222,06/11/23 12:25:00 PM,12.4766,76.876,,
223,06/11/23 12:30:00 PM,12.4769,77.050,,
224,06/11/23 12:35:00 PM,12.4802,77.050,,
225,06/11/23 12:40:00 PM,12.4769,77.050,,
226,06/11/23 12:45:00 PM,12.4772,77.225,,
227,06/11/23 12:50:00 PM,12.4772,77.225,,
228,06/11/23 12:55:00 PM,12.4772,77.225,,
229,06/11/23 01:00:00 PM,12.4756,77.225,,
230,06/11/23 01:05:00 PM,12.4759,77.400,,
231,06/11/23 01:10:00 PM,12.4741,77.400,,
232,06/11/23 01:15:00 PM,12.4759,77.400,,
233,06/11/23 01:20:00 PM,12.4760,77.574,,
234,06/11/23 01:25:00 PM,12.4779,77.749,,
235,06/11/23 01:30:00 PM,12.4763,77.749,,
236,06/11/23 01:35:00 PM,12.4766,77.923,,
237,06/11/23 01:40:00 PM,12.4732,77.923,,
238,06/11/23 01:45:00 PM,12.4748,77.923,,
239,06/11/23 01:50:00 PM,12.4701,77.923,,
240,06/11/23 01:55:00 PM,12.4717,77.923,,
241,06/11/23 02:00:00 PM,12.4683,77.923,,
242,06/11/23 02:05:00 PM,12.4701,77.923,,
243,06/11/23 02:10:00 PM,12.4686,78.098,,
244,06/11/23 02:15:00 PM,12.4670,78.098,,
245,06/11/23 02:20:00 PM,12.4670,78.098,,
246,06/11/23 02:25:00 PM,12.4654,78.098,,
247,06/11/23 02:30:00 PM,12.4654,78.098,,
248,06/11/23 02:35:00 PM,12.4637,78.098,,
249,06/11/23 02:40:00 PM,12.4637,78.098,,
250,06/11/23 02:45:00 PM,12.4621,78.098,,
251,06/11/23 02:50:00 PM,12.4621,78.098,,
252,06/11/23 02:55:00 PM,12.4637,78.098,,
253,06/11/23 03:00:00 PM,12.4637,78.098,,
254,06/11/23 03:05:00 PM,12.4605,78.098,,
255,06/11/23 03:10:00 PM,12.4589,78.098,,
256,06/11/23 03:15:00 PM,12.4571,78.098,,
257,06/11/23 03:20:00 PM,12.4540,78.098,,
258,06/11/23 03:25:00 PM,12.4556,78.098,,
259,06/11/23 03:30:00 PM,12.4540,78.098,,
260,06/11/23 03:35:00 PM,12.4524,78.098,,
261,06/11/23 03:40:00 PM,12.4524,78.098,,
262,06/11/23 03:45:00 PM,12.4524,78.098,,
263,06/11/23 03:50:00 PM,12.4524,78.098,,
264,06/11/23 03:55:00 PM,12.4490,78.098,,
265,06/11/23 04:00:00 PM,12.4474,78.098,,
266,06/11/23 04:05:00 PM,12.4490,78.098,,
267,06/11/23 04:10:00 PM,12.4490,78.098,,
268,06/11/23 04:15:00 PM,12.4508,78.098,,
269,06/11/23 04:20:00 PM,12.4505,77.923,,
270,06/11/23 04:25:00 PM,12.4505,77.923,,
271,06/11/23 04:30:00 PM,12.4521,77.923,,
272,06/11/23 04:35:00 PM,12.4505,77.923,,
273,06/11/23 04:40:00 PM,12.4519,77.749,,
274,06/11/23 04:45:00 PM,12.4519,77.749,,
275,06/11/23 04:50:00 PM,12.4483,77.574,,
276,06/11/23 04:55:00 PM,12.4483,77.574,,
277,06/11/23 05:00:00 PM,12.4513,77.400,,
278,06/11/23 05:05:00 PM,12.4511,77.225,,
279,06/11/23 05:10:00 PM,12.4492,77.050,,
280,06/11/23 05:15:00 PM,12.4476,77.050,,
281,06/11/23 05:20:00 PM,12.4506,76.876,,
282,06/11/23 05:25:00 PM,12.4490,76.876,,
283,06/11/23 05:30:00 PM,12.4522,76.876,,
284,06/11/23 05:35:00 PM,12.4522,76.876,,
285,06/11/23 05:40:00 PM,12.4522,76.876,,
286,06/11/23 05:45:00 PM,12.4519,76.703,,
287,06/11/23 05:50:00 PM,12.4550,76.528,,
288,06/11/23 05:55:00 PM,12.4534,76.528,,
289,06/11/23 06:00:00 PM,12.4531,76.354,,
290,06/11/23 06:05:00 PM,12.4544,76.181,,
291,06/11/23 06:10:00 PM,12.4558,76.006,,
292,06/11/23 06:15:00 PM,12.4574,76.006,,
293,06/11/23 06:20:00 PM,12.4571,75.832,,
294,06/11/23 06:25:00 PM,12.4603,75.832,,
295,06/11/23 06:30:00 PM,12.4600,75.659,,
296,06/11/23 06:35:00 PM,12.4600,75.659,,
297,06/11/23 06:40:00 PM,12.4582,75.484,,
298,06/11/23 06:45:00 PM,12.4598,75.484,,
299,06/11/23 06:50:00 PM,12.4611,75.312,,
300,06/11/23 06:55:00 PM,12.4628,75.312,,
301,06/11/23 07:00:00 PM,12.4641,75.139,,
302,06/11/23 07:05:00 PM,12.4641,75.139,,
303,06/11/23 07:10:00 PM,12.4654,74.964,,
304,06/11/23 07:15:00 PM,12.4638,74.964,,
305,06/11/23 07:20:00 PM,12.4638,74.964,,
306,06/11/23 07:25:00 PM,12.4651,74.791,,
307,06/11/23 07:30:00 PM,12.4651,74.791,,
308,06/11/23 07:35:00 PM,12.4667,74.791,,
309,06/11/23 07:40:00 PM,12.4683,74.791,,
310,06/11/23 07:45:00 PM,12.4680,74.619,,
311,06/11/23 07:50:00 PM,12.4664,74.619,,
312,06/11/23 07:55:00 PM,12.4696,74.619,,
313,06/11/23 08:00:00 PM,12.4693,74.446,,
314,06/11/23 08:05:00 PM,12.4709,74.446,,
315,06/11/23 08:10:00 PM,12.4706,74.271,,
316,06/11/23 08:15:00 PM,12.4740,74.271,,
317,06/11/23 08:20:00 PM,12.4753,74.098,,
318,06/11/23 08:25:00 PM,12.4753,74.098,,
319,06/11/23 08:30:00 PM,12.4732,73.926,,
320,06/11/23 08:35:00 PM,12.4766,73.926,,
321,06/11/23 08:40:00 PM,12.4782,73.926,,
322,06/11/23 08:45:00 PM,12.4748,73.926,,
323,06/11/23 08:50:00 PM,12.4766,73.926,,
324,06/11/23 08:55:00 PM,12.4782,73.926,,
325,06/11/23 09:00:00 PM,12.4814,73.926,,
326,06/11/23 09:05:00 PM,12.4830,73.926,,
327,06/11/23 09:10:00 PM,12.4827,73.753,,
328,06/11/23 09:15:00 PM,12.4795,73.753,,
329,06/11/23 09:20:00 PM,12.4824,73.580,,
330,06/11/23 09:25:00 PM,12.4840,73.580,,
331,06/11/23 09:30:00 PM,12.4853,73.407,,
332,06/11/23 09:35:00 PM,12.4837,73.407,,
333,06/11/23 09:40:00 PM,12.4850,73.234,,
334,06/11/23 09:45:00 PM,12.4862,73.062,,
335,06/11/23 09:50:00 PM,12.4862,73.062,,
336,06/11/23 09:55:00 PM,12.4859,72.891,,
337,06/11/23 10:00:00 PM,12.4875,72.891,,
338,06/11/23 10:05:00 PM,12.4872,72.718,,
339,06/11/23 10:10:00 PM,12.4872,72.718,,
340,06/11/23 10:15:00 PM,12.4867,72.545,,
341,06/11/23 10:20:00 PM,12.4851,72.545,,
342,06/11/23 10:25:00 PM,12.4885,72.545,,
343,06/11/23 10:30:00 PM,12.4864,72.372,,
344,06/11/23 10:35:00 PM,12.4864,72.372,,
345,06/11/23 10:40:00 PM,12.4844,72.199,,
346,06/11/23 10:45:00 PM,12.4860,72.199,,
347,06/11/23 10:50:00 PM,12.4828,72.199,,
348,06/11/23 10:55:00 PM,12.4808,72.028,,
349,06/11/23 11:00:00 PM,12.4808,72.028,,
350,06/11/23 11:05:00 PM,12.4808,72.028,,
351,06/11/23 11:10:00 PM,12.4824,72.028,,
352,06/11/23 11:15:00 PM,12.4805,71.856,,
353,06/11/23 11:20:00 PM,12.4821,71.856,,
354,06/11/23 11:25:00 PM,12.4853,71.856,,
355,06/11/23 11:30:00 PM,12.4805,71.856,,
356,06/11/23 11:35:00 PM,12.4805,71.856,,
357,06/11/23 11:40:00 PM,12.4805,71.856,,
358,06/11/23 11:45:00 PM,12.4788,71.856,,
359,06/11/23 11:50:00 PM,12.4753,71.683,,
360,06/11/23 11:55:00 PM,12.4753,71.683,,
361,06/12/23 12:00:00 AM,12.4785,71.683,,
362,06/12/23 12:05:00 AM,12.4769,71.683,,
363,06/12/23 12:10:00 AM,12.4769,71.683,,
364,06/12/23 12:15:00 AM,12.4769,71.683,,
365,06/12/23 12:20:00 AM,12.4769,71.683,,
366,06/12/23 12:25:00 AM,12.4764,71.512,,
367,06/12/23 12:30:00 AM,12.4830,71.512,,
368,06/12/23 12:35:00 AM,12.4850,71.683,,
369,06/12/23 12:40:00 AM,12.4866,71.683,,
370,06/12/23 12:45:00 AM,12.4870,71.168,,
371,06/12/23 12:50:00 AM,12.5391,71.168,,
372,06/12/23 12:55:00 AM,12.5797,71.168,,
373,06/12/23 01:00:00 AM,12.5886,71.512,,
374,06/12/23 01:05:00 AM,12.5775,71.683,,
375,06/12/23 01:10:00 AM,12.5584,71.856,,
376,06/12/23 01:15:00 AM,12.5434,71.683,,
377,06/12/23 01:20:00 AM,12.5353,71.683,,
378,06/12/23 01:25:00 AM,12.5256,71.683,,
379,06/12/23 01:30:00 AM,12.5139,71.512,,
380,06/12/23 01:35:00 AM,12.5073,71.512,,
381,06/12/23 01:40:00 AM,12.4992,71.512,,
382,06/12/23 01:45:00 AM,12.4906,71.339,,
383,06/12/23 01:50:00 AM,12.4822,71.168,,
384,06/12/23 01:55:00 AM,12.4786,70.995,,
385,06/12/23 02:00:00 AM,12.4769,70.995,,
386,06/12/23 02:05:00 AM,12.4717,70.824,,
387,06/12/23 02:10:00 AM,12.4696,70.651,,
388,06/12/23 02:15:00 AM,12.4680,70.651,,
389,06/12/23 02:20:00 AM,12.4692,70.480,,
390,06/12/23 02:25:00 AM,12.4687,70.308,,
391,06/12/23 02:30:00 AM,12.4685,70.137,,
392,06/12/23 02:35:00 AM,12.4685,70.137,,
393,06/12/23 02:40:00 AM,12.4680,69.964,,
394,06/12/23 02:45:00 AM,12.4676,69.793,,
395,06/12/23 02:50:00 AM,12.4672,69.622,,
396,06/12/23 02:55:00 AM,12.4667,69.449,,
397,06/12/23 03:00:00 AM,12.4683,69.449,,
398,06/12/23 03:05:00 AM,12.4696,69.278,,
399,06/12/23 03:10:00 AM,12.4696,69.278,,
400,06/12/23 03:15:00 AM,12.4728,69.278,,
401,06/12/23 03:20:00 AM,12.4712,69.278,,
402,06/12/23 03:25:00 AM,12.4744,69.278,,
403,06/12/23 03:30:00 AM,12.4744,69.278,,
404,06/12/23 03:35:00 AM,12.4744,69.278,,
405,06/12/23 03:40:00 AM,12.4728,69.278,,
406,06/12/23 03:45:00 AM,12.4732,69.449,,
407,06/12/23 03:50:00 AM,12.4701,69.449,,
408,06/12/23 03:55:00 AM,12.4712,69.278,,
409,06/12/23 04:00:00 AM,12.4712,69.278,,
410,06/12/23 04:05:00 AM,12.5678,69.622,,
411,06/12/23 04:10:00 AM,12.5894,69.793,,
412,06/12/23 04:15:00 AM,12.5926,69.793,,
413,06/12/23 04:20:00 AM,12.6003,69.622,,
414,06/12/23 04:25:00 AM,12.6048,69.449,,
415,06/12/23 04:30:00 AM,12.6064,69.449,,
416,06/12/23 04:35:00 AM,12.6048,69.449,,
417,06/12/23 04:40:00 AM,12.6084,69.622,,
418,06/12/23 04:45:00 AM,12.6057,69.793,,
419,06/12/23 04:50:00 AM,12.6077,69.964,,
420,06/12/23 04:55:00 AM,12.6081,70.137,,
421,06/12/23 05:00:00 AM,12.6068,70.308,,
422,06/12/23 05:05:00 AM,12.6077,70.651,,
423,06/12/23 05:10:00 AM,12.6061,70.651,,
424,06/12/23 05:15:00 AM,12.6065,70.824,,
425,06/12/23 05:20:00 AM,12.6086,70.995,,
426,06/12/23 05:25:00 AM,12.6057,71.168,,
427,06/12/23 05:30:00 AM,12.6057,71.168,,
428,06/12/23 05:35:00 AM,12.6073,71.168,,
429,06/12/23 05:40:00 AM,12.6077,71.339,,
430,06/12/23 05:45:00 AM,12.6093,71.339,,
431,06/12/23 05:50:00 AM,12.6093,71.339,,
432,06/12/23 05:55:00 AM,12.6109,71.339,,
433,06/12/23 06:00:00 AM,12.6093,71.339,,
434,06/12/23 06:05:00 AM,12.6077,71.339,,
435,06/12/23 06:10:00 AM,12.6105,71.168,,
436,06/12/23 06:15:00 AM,12.6089,71.168,,
437,06/12/23 06:20:00 AM,12.6089,71.168,,
438,06/12/23 06:25:00 AM,12.6105,71.168,,
439,06/12/23 06:30:00 AM,12.6105,71.168,,
440,06/12/23 06:35:00 AM,12.6105,71.168,,
441,06/12/23 06:40:00 AM,12.6105,71.168,,
442,06/12/23 06:45:00 AM,12.6089,71.168,,
443,06/12/23 06:50:00 AM,12.6122,71.168,,
444,06/12/23 06:55:00 AM,12.6105,71.168,,
445,06/12/23 07:00:00 AM,12.6057,71.168,,
446,06/12/23 07:05:00 AM,12.6089,71.168,,
447,06/12/23 07:10:00 AM,12.6073,71.168,,
448,06/12/23 07:15:00 AM,12.6073,71.168,,
449,06/12/23 07:20:00 AM,12.6089,71.168,,
450,06/12/23 07:25:00 AM,12.6073,71.168,,
451,06/12/23 07:30:00 AM,12.6073,71.168,,
452,06/12/23 07:35:00 AM,12.6089,71.168,,
453,06/12/23 07:40:00 AM,12.6105,71.168,,
454,06/12/23 07:45:00 AM,12.6125,71.339,,
455,06/12/23 07:50:00 AM,12.6142,71.339,,
456,06/12/23 07:55:00 AM,12.6142,71.339,,
457,06/12/23 08:00:00 AM,12.6158,71.339,,
458,06/12/23 08:05:00 AM,12.6206,71.339,,
459,06/12/23 08:10:00 AM,12.6206,71.339,,
460,06/12/23 08:15:00 AM,12.6206,71.339,,
461,06/12/23 08:20:00 AM,12.6206,71.339,,
462,06/12/23 08:25:00 AM,12.6194,71.512,,
463,06/12/23 08:30:00 AM,12.6194,71.512,,
464,06/12/23 08:35:00 AM,12.6178,71.512,,
465,06/12/23 08:40:00 AM,12.6181,71.683,,
466,06/12/23 08:45:00 AM,12.6149,71.683,,
467,06/12/23 08:50:00 AM,12.6165,71.683,,
468,06/12/23 08:55:00 AM,12.6154,71.856,,
469,06/12/23 09:00:00 AM,12.6136,71.856,,
470,06/12/23 09:05:00 AM,12.6141,72.028,,
471,06/12/23 09:10:00 AM,12.6125,72.028,,
472,06/12/23 09:15:00 AM,12.6112,72.199,,
473,06/12/23 09:20:00 AM,12.6080,72.199,,
474,06/12/23 09:25:00 AM,12.6080,72.199,,
475,06/12/23 09:30:00 AM,12.6051,72.372,,
476,06/12/23 09:35:00 AM,12.6051,72.372,,
477,06/12/23 09:40:00 AM,12.6002,72.372,,
478,06/12/23 09:45:00 AM,12.5990,72.545,,
479,06/12/23 09:50:00 AM,12.5990,72.545,,
480,06/12/23 09:55:00 AM,12.5961,72.718,,
481,06/12/23 10:00:00 AM,12.5961,72.718,,
482,06/12/23 10:05:00 AM,12.5964,72.891,,
483,06/12/23 10:10:00 AM,12.5932,72.891,,
484,06/12/23 10:15:00 AM,12.5916,72.891,,
485,06/12/23 10:20:00 AM,12.5919,73.062,,
486,06/12/23 10:25:00 AM,12.5922,73.234,,
487,06/12/23 10:30:00 AM,12.5922,73.234,,
488,06/12/23 10:35:00 AM,12.5893,73.407,,
489,06/12/23 10:40:00 AM,12.5848,73.580,,
490,06/12/23 10:45:00 AM,12.5787,73.753,,
491,06/12/23 10:50:00 AM,12.5706,73.753,,
492,06/12/23 10:55:00 AM,12.5659,73.926,,
493,06/12/23 11:00:00 AM,12.5651,74.271,,
494,06/12/23 11:05:00 AM,12.5620,74.446,,
495,06/12/23 11:10:00 AM,12.5610,74.791,,
