timestamp,temp_f,rainfall_mm
8/28/19 15:15,90.495,0
8/28/19 15:30,95.976,0
8/28/19 15:45,94.062,0
8/28/19 16:00,93.493,0
8/28/19 16:15,92.737,0
8/28/19 16:30,90.867,0
8/28/19 16:45,90.124,0
8/28/19 17:00,89.569,0
8/28/19 17:15,83.579,0
8/28/19 17:26,,0.2
8/28/19 17:30,77.4,0
8/28/19 17:45,73.234,0
8/28/19 18:00,71.683,0
8/28/19 18:15,70.48,0
8/28/19 18:17,,0.2
8/28/19 18:18,,0.2
8/28/19 18:18,,0.2
8/28/19 18:18,,0.2
8/28/19 18:19,,0.2
8/28/19 18:21,,0.2
8/28/19 18:23,,0.2
8/28/19 18:30,68.934,0
8/28/19 18:45,67.564,0
8/28/19 19:00,66.879,0
8/28/19 19:07,,0.2
8/28/19 19:15,66.708,0
8/28/19 19:30,66.537,0
8/28/19 19:45,66.537,0
8/28/19 20:00,66.708,0
8/28/19 20:15,66.708,0
8/28/19 20:30,66.708,0
8/28/19 20:45,66.537,0
8/28/19 21:00,66.366,0
8/28/19 21:15,66.193,0
8/28/19 21:30,66.193,0
8/28/19 21:45,66.193,0
8/28/19 22:00,66.193,0
8/28/19 22:15,66.022,0
8/28/19 22:30,66.022,0
8/28/19 22:45,66.022,0
8/28/19 23:00,65.851,0
8/28/19 23:15,65.851,0
8/28/19 23:30,65.851,0
8/28/19 23:45,65.68,0
8/29/19 0:00,65.851,0
8/29/19 0:15,65.68,0
8/29/19 0:30,65.68,0
8/29/19 0:45,65.68,0
8/29/19 1:00,65.851,0
8/29/19 1:15,66.022,0
8/29/19 1:30,66.193,0
8/29/19 1:45,66.022,0
8/29/19 2:00,65.851,0
8/29/19 2:15,65.851,0
8/29/19 2:30,66.022,0
8/29/19 2:45,66.193,0
8/29/19 3:00,66.193,0
8/29/19 3:15,66.193,0
8/29/19 3:30,66.193,0
8/29/19 3:35,,0.2
8/29/19 3:45,66.022,0
8/29/19 4:00,65.851,0
8/29/19 4:15,65.851,0
8/29/19 4:30,65.851,0
8/29/19 4:45,65.851,0
8/29/19 5:00,65.68,0
8/29/19 5:15,65.338,0
8/29/19 5:30,64.996,0
8/29/19 5:45,64.825,0
8/29/19 6:00,64.825,0
8/29/19 6:15,64.825,0
8/29/19 6:30,64.996,0
8/29/19 6:45,65.167,0
8/29/19 7:00,65.167,0
8/29/19 7:15,65.509,0
8/29/19 7:30,65.851,0
8/29/19 7:45,66.366,0
8/29/19 8:00,67.05,0
8/29/19 8:15,68.077,0
8/29/19 8:30,69.793,0
8/29/19 8:45,71.168,0
8/29/19 9:00,72.372,0
8/29/19 9:15,72.718,0
8/29/19 9:30,73.58,0
8/29/19 9:45,73.407,0
8/29/19 10:00,73.753,0
8/29/19 10:15,75.312,0
8/29/19 10:30,76.181,0
8/29/19 10:45,76.528,0
8/29/19 11:00,76.703,0
8/29/19 11:15,77.574,0
8/29/19 11:30,79.151,0
